candidate_id,distribution,regime,intended_training_role,split,attempt,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,hard_bounds_valid,canonical_valid,slow_feller_margin,fast_feller_margin,correlation_disk_value,correlation_margin,ordering_margin,minimum_hard_bound_distance,accepted_hard_bound_near,accepted_feller_near,accepted_correlation_disk_near,accepted_weak_slow_fast_separation,accepted_any_boundary_near,accepted,primary_rejection_reason,rejection_reasons,parameter_vector_hash,protocol_eligible,protocol_exclusion_reason
54,wide_valid_train,normal,wide_valid_train,validation,0,1.9801855271491222,0.14910691173957311,0.26008357258256454,0.29935372582610081,0.14291582461004135,8.3423940596364243,0.10459811171434692,0.29803143917900449,-0.18067636744521706,0.10249606700310011,True,True,0.79444742151639092,0.90313874948899886,0.12225660291916743,0.8777433970808326,0.53240238765584125,0.19600765162475214,False,False,False,False,False,True,,,dabbc43fa56193c908c49ae2fe03fe0448d0ad9f413ab8cd5648834121f75a5a,True,
55,wide_valid_train,normal,wide_valid_train,validation,0,1.3814921496472983,0.13642857910022654,0.13967348970174079,-0.4867634017033971,0.025005055058279532,2.6441612178260163,0.12381852750154383,0.13305234094238402,0.61106846645443158,0.052239997229609647,True,True,0.90158529278181776,0.94735152060125072,0.61034327993283355,0.38965672006716645,0.10566268352959984,0.067813745960269595,False,False,False,False,False,True,,,f67edcca7e7cf203cc2ac1b01c9645b4714867d74c47b50a004f9458628ccd0e,True,
56,wide_valid_train,normal,wide_valid_train,validation,0,2.3912801893121709,0.10549922417121919,0.21795220650747291,0.42444266543281584,0.028357947487297634,7.9736959395085023,0.034612560137553434,0.38404057297156607,0.47852762958821243,0.060031392497658986,True,True,0.8279056588298348,0.57828713906698537,0.40914026851902668,0.59085973148097337,0.46714776152270554,0.079179483007788598,False,False,False,False,False,True,,,8b38d87b48c48f1a1c8b1353985852140a00d1842e6df9cd3cb53be58c3f1596,True,
57,wide_valid_train,normal,wide_valid_train,test,0,0.75649211804340166,0.10381284275008895,0.30390288736186982,0.0007877331830800253,0.021983346212087092,3.2552267814689984,0.049226300697122617,0.44538535211210506,0.14671921771271892,0.043059091075788543,True,True,0.25943849929776602,0.23536006988686831,0.02152714936979994,0.97847285063020006,0.20909913501469432,0.057570665125718956,False,False,False,False,False,True,,,2f7a266fdd6d5fe92bcf3713128ac884aea1ed1da7ea3be7efb8656aaa411228,True,
58,wide_valid_train,normal,wide_valid_train,test,0,1.4651087334888726,0.03964099933617897,0.28928310961243964,-0.013347552288529288,0.19125103896373649,7.6916188863173787,0.071912139876942588,0.98362315477259632,-0.20938539294073599,0.12113459039857685,True,True,0.16248895576356112,0.066896506649454943,0.044020399929041436,0.95597960007095861,0.52104687471368261,0.14139183402522029,False,False,False,False,False,True,,,a8f770aeca3bb96d332465f3f3bce2d0df30781a116131b7657b076a988e806d,True,
59,wide_valid_train,normal,wide_valid_train,test,0,2.2618099438137245,0.020907344273212072,0.078493271759473099,-0.72775461573281763,0.1051616033077989,5.5109900933640414,0.0077538716572914928,0.15120373434912529,-0.26860968949701514,0.1817958018629672,True,True,0.87767894331676088,0.57789162320948473,0.60177794601210388,0.39822205398789612,0.27189792046446171,0.029059957865108548,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,7939481ba62e58ad3638283135a743185b535e7b9f93ede9e54c6cae453e66d1,False,ordinary_training_margin_policy
60,wide_valid_train,normal,wide_valid_train,train,0,2.0524638429942934,0.030189829714477222,0.33128507814104285,-0.034922800848174784,0.059913618700915224,8.9828520517276367,0.07000914717628097,0.95691546748107204,-0.8427076814825295,0.12422892635550023,True,True,0.060670381202112211,0.15738861231768403,0.71137583844874164,0.28862416155125836,0.57994880407810412,0.05646964132498445,False,False,False,False,False,True,,,74b85ab5d2dd427c08cc11c61501ce9e082ac74693ab713e5d429cb237abd4af,True,
61,wide_valid_train,normal,wide_valid_train,train,0,0.84584431839679675,0.11615017080941888,0.21392851436400617,-0.54292951465522277,0.13089371728742177,5.3477611615683776,0.0098897911749829676,0.088272263547501548,-0.075011375450743531,0.10508770239666564,True,True,0.62217212211715056,0.86277895294683915,0.30039916433076819,0.69960083566923181,0.37672944294322858,0.039847430176681652,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,1ad8421796a77c4f4e48bd7b12fafef7091a957f04ec8ea2757133c1d7c4aa73,False,ordinary_training_margin_policy
62,wide_valid_train,normal,wide_valid_train,train,0,1.7511617993514883,0.14276332449000617,0.61562152594373232,-0.23577440294898369,0.15280012885637359,8.612176450480554,0.0052632944400071591,0.2550941624207812,-0.35110971910834443,0.027717163422587527,True,True,0.13767284426868273,0.16428324723467561,0.17886760393829026,0.82113239606170974,0.57414348545013105,0.016481285050541208,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,04a6afbb6e44ad1887a0d147cadbac085f2aeba6325151471d20b7484b627811,False,ordinary_training_margin_policy
63,wide_valid_train,normal,wide_valid_train,train,0,1.3886594410136479,0.097351330789158058,0.285455089600824,0.25302638574448377,0.097707508323998993,7.8855992542954851,0.067627060825803012,0.42984400495543856,-0.043904242775858575,0.049896780402325334,True,True,0.53683544981901643,0.70468779933214865,0.065949934416637837,0.93405006558336212,0.54367697182274799,0.19313217904163441,False,False,False,False,False,True,,,50e4fcca38ac4412bf29dc4213b023b1f7290a571aaeae121420c84b4fe5871a,True,
64,wide_valid_train,normal,wide_valid_train,train,0,0.37094757071402013,0.10578235756715965,0.25560442485766588,-0.49326631081707567,0.2119619900793086,7.2559346418088619,0.036743219455153679,0.34500153420691659,0.036005141361103429,0.054047639795411481,True,True,0.091408923698140465,0.63502309794137879,0.24460802359152095,0.7553919764084791,0.57614954569831311,0.10879578668271868,False,False,False,False,False,True,,,8648707dd993c195cef124fa88aa8202a978ffcdec305ad71079fc276ff766b6,True,
65,wide_valid_train,normal,wide_valid_train,train,0,0.59736235228747958,0.090503462384530983,0.23492826342024198,0.31823897093682024,0.084024405039271735,1.173108099149861,0.06871620579251006,0.22716359412419893,0.076608971550810909,0.11936543771640346,True,True,0.32412489584469223,0.51506669385233139,0.10714497714499928,0.89285502285500074,0.048179560406893848,0.090177151189063942,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,1a06ac5ac5772e1f04971cad4449b7b5faa292cb388f6e3815b1e9980b83a3b9,False,ordinary_training_margin_policy
66,wide_valid_train,normal,wide_valid_train,train,0,1.6628940254676827,0.013497724399109897,0.16347895796086856,0.48479741763792328,0.054369014468663206,3.4837497507086672,0.12855369561765695,0.25431822975568069,-0.74769380510356365,0.078698122010002772,True,True,0.25364745293124358,0.86530735711210427,0.79407456233864482,0.20592543766135518,0.15237286403690248,0.034684589384122028,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,f2b4aedf01121fce8630d173fe44dad8fb4d12a64aaf95ddfc927c9f99396545,False,ordinary_training_margin_policy
67,wide_valid_train,normal,wide_valid_train,train,0,0.60350488380499145,0.18409743145018009,0.19883133851747017,-0.8196767093787134,0.032311905128024107,1.5817156289418528,0.065518521492384352,0.18197758650141127,-0.25759854297720391,0.09146128936368339,True,True,0.69791621491741995,0.72446996556004062,0.73822691724189415,0.26177308275810585,0.081858639760406818,0.068591205590150819,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,ea297a17938a9ecc3a15c1da81c55cb550811a569d8cdb339aa9c6e819fb5ff0,False,ordinary_training_margin_policy
68,wide_valid_train,normal,wide_valid_train,train,0,1.4027716646005937,0.12917724185448776,0.12815967574862255,0.17180130169100999,0.081119647723546767,7.1549156567862564,0.096962487834879443,1.0859682758986064,-0.19369322726907046,0.034637946204146196,True,True,0.91328781730871966,0.081107287079038387,0.067032753552633217,0.93296724644736684,0.48135096168917685,0.12377856859158046,False,False,False,False,False,True,,,1b3d8846b0be0dbb03e7b7dcc2a6b1b3da2d8a3205e8e9ee2cbebb2955aa3af6,True,
69,wide_valid_train,normal,wide_valid_train,train,0,1.2737368978432979,0.15161782074614458,0.48691098440754998,-0.32113519241816335,0.10020198569102645,2.7082495102541575,0.117610419722899,0.40640996147710684,-0.64536418642158999,0.026100439793741645,True,True,0.23929760990459231,0.58821274814544711,0.51962274492505156,0.48037725507494844,0.1200428964360552,0.097179192716700169,False,False,False,False,False,True,,,08a0df91e98ff8c6e8ad6cc4a77aed6f41ada4c59f3112a73b23cbf292ff45d7,True,
70,wide_valid_train,normal,wide_valid_train,train,0,1.6259105813576387,0.055771097487762038,0.20835296685963847,0.014040876405469345,0.11474569251557103,9.7151899426843951,0.024430946495396687,0.15340958448248856,0.17565013040675942,0.17042361863083022,True,True,0.61372754039810673,0.90552890607772973,0.031050114522145254,0.96894988547785477,0.67692714320726,0.099270625071898697,False,False,False,False,False,True,,,d9091175fef52ff3d44b7b31d00ca4bb23a25fc7a3ef562d10ecc074eec97ff9,True,
71,wide_valid_train,normal,wide_valid_train,train,0,1.5051794651473882,0.048253057612432024,0.2298696100789078,-0.0052914326803648049,0.13264980217456543,7.110459378417012,0.058676309343604072,0.66519881307489537,0.22992460075477308,0.09607391617480307,True,True,0.46652914461070433,0.30694281325527289,0.052893321292052632,0.9471066787079474,0.46906108060833673,0.17654309229564091,False,False,False,False,False,True,,,87363a8a293fa26f6f94392e7b6e89f113b41dde67ad0e94c4cf1fa242648141,True,
72,wide_valid_train,normal,wide_valid_train,train,0,1.1810273037183463,0.17975429003973112,0.44182490337377045,-0.52560453150633213,0.12597710332125231,6.1851782134494631,0.023085591197210566,0.40288827003083111,0.37745700195779175,0.17846588325878365,True,True,0.37008823330343937,0.27519345380736432,0.4187339118669553,0.5812660881330447,0.41875739830385911,0.1064928848343968,False,False,False,False,False,True,,,f299efac93249a2dcb8ada6486a18203d232368963c16576debe42b8402faf82,True,
73,wide_valid_train,normal,wide_valid_train,train,0,1.8522683437379426,0.12147248566859435,0.1890542613710825,-0.013416888776592624,0.2214469259541007,2.7718656718852404,0.13534354526653317,0.63962963391219885,0.16160069458146586,0.014189813900546334,True,True,0.85283709243005545,0.29426607340096078,0.026294797393655669,0.9737052026063443,0.076953751309397314,0.049152475405428768,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,8228750afd894c6e48748e2091357226efd4e2ad43d91e9ff44ac87169343179,False,ordinary_training_margin_policy
74,wide_valid_train,normal,wide_valid_train,validation,0,1.7953902683484846,0.12806875769574144,0.22342784369568908,0.29258860857209101,0.13740008288684324,8.628320531446553,0.083690405781708499,0.51885759535312581,-0.80601717755157598,0.175358654630483,True,True,0.80415341878868407,0.6857607951665069,0.73527178437436103,0.26472821562563897,0.57179332745590539,0.075780432867591563,False,False,False,False,False,True,,,13feca71099de4febcb5f0e613171b163aafbc51d68bf58a275c88212211c165,True,
75,wide_valid_train,normal,wide_valid_train,validation,0,2.1849170369833306,0.16441763493287948,0.66011680316021704,-0.058510827414869425,0.063832513997680945,4.7123479297028421,0.12296440509136101,0.87343141785036094,0.62865385684416752,0.19654352485763465,True,True,0.24494520619358356,0.20606871645489339,0.39862918864981972,0.60137081135018033,0.21150049311460348,0.16912954902938548,False,False,False,False,False,True,,,c0818e67a08c55ef14b1a55ac789bc64b035a89a0cd0d90761ffa1787bc565c4,True,
76,wide_valid_train,normal,wide_valid_train,validation,0,2.0133517070702296,0.040536997012022964,0.25149884720970311,-0.13291507613090314,0.086355036487074252,7.4018392623600651,0.045691746941912241,0.49147130027892411,-0.70191169122460106,0.077398933261049629,True,True,0.44144229909212868,0.47373158368874524,0.5103464397406634,0.4896535602593366,0.45091946069371008,0.1305727940923152,False,False,False,False,False,True,,,2ea29ac394a7e2c3a44f48a62e8d059a4ad4f49a53de7a569a80ddee1cb8950c,True,
77,wide_valid_train,normal,wide_valid_train,test,0,2.3981945267111437,0.11494931169809994,0.31505919585155578,-0.14765882956429904,0.2027421607672433,5.9527897895887447,0.048033041825782621,0.58936138644080038,0.0698374252332533,0.125039866585091,True,True,0.69486105366501816,0.24424759890449216,0.026680395911508961,0.97331960408849105,0.29745567053369049,0.20400185535215465,False,False,False,False,False,True,,,ed813012dffb0b00c8b6001255dad6fd12a2de8f3ace26bb0c936a5b1b4ad295,True,
78,wide_valid_train,normal,wide_valid_train,test,0,2.1538369853888826,0.16824644260166277,0.74233324827215874,-0.0018061570379989216,0.14404778444582228,4.9360205116976346,0.1206514958076508,0.35789411080921019,0.18113727838197352,0.16198202702281861,True,True,0.13614271853434834,0.8058040917664645,0.032813975822874479,0.96718602417712551,0.23281870513043951,0.23604957244763222,False,False,False,False,False,True,,,4fe5d76883ce99ef530fae26c03f8629f0f069289167cc8401b11d2e95f4b645,True,
79,wide_valid_train,normal,wide_valid_train,test,0,1.7815644078995203,0.022246560491559715,0.07837133084899392,-0.19394116012671361,0.046564196070923949,9.2515279409707727,0.075888173752556978,0.99302838295645957,0.071413504961002197,0.037477628382498358,True,True,0.85617359185015818,0.17489991282359379,0.04271306228211065,0.95728693771788931,0.62510155088462371,0.070394124455345777,False,False,False,False,False,True,,,4350ba5f66dc99ec926b5007d744b610f36e2474581bfe18d6891ad5349e2ed8,True,
80,wide_valid_train,normal,wide_valid_train,train,0,1.9341596670484891,0.19244583850103755,0.23794221375716737,0.064853537532983924,0.11358427402687372,7.2341429361537557,0.012569640627403966,0.10392237262462004,-0.65846901681157566,0.12577369602475671,True,True,0.85864577862106373,0.88788744189580104,0.4377874274313453,0.56221257256865464,0.44351324427659139,0.053382023370727096,False,False,False,False,False,True,,,3c87adc479aa7442943c565a81aa68e78cfb42d9e46658a225cf8151274b06e0,True,
81,wide_valid_train,normal,wide_valid_train,train,0,1.3649245481568322,0.02420400859606555,0.22730857644767311,-0.78527047470079325,0.084561543872450157,7.3707387236919599,0.10614326967602677,0.87936613776429373,0.38103232691278155,0.033487707800264173,True,True,0.12233564365453078,0.33850557703876616,0.76183535258937796,0.23816464741062204,0.50257859209498978,0.078383708555369594,False,False,False,False,False,True,,,764c571e84dd1846dbc1f9b9866af8d4e4eaf36e267e8b67d036f9755aecc352,True,
82,wide_valid_train,normal,wide_valid_train,train,0,1.2941565972925639,0.043934165219748592,0.16878485938614721,-0.17030500200807144,0.20010429506497585,4.4009569824888519,0.020949350595363517,0.12830150696621306,-0.13144222070899717,0.013518553041263658,True,True,0.59933071928008097,0.8360884942646718,0.046280851093881942,0.95371914890611809,0.25998329583232538,0.046445778392192168,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,3f67ea75155f39aea8563b4adfbf848bdd4af17a3b393c399700897fee5ef4a2,False,ordinary_training_margin_policy
83,wide_valid_train,normal,wide_valid_train,train,0,0.13044400977976214,0.19737827190200238,0.20421338684669291,-0.26041943718307203,0.22505427263413136,5.6397758698276714,0.030783661146777906,0.51926333124543667,-0.30998007037215281,0.026467018724023923,True,True,0.10505216965293543,0.1257845426805331,0.1639059272906728,0.83609407270932723,0.46103195481572462,0.027269155857546485,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,a10273bd77277b9a198dbef2b42555676e1e715a7c72f34a9c78b77dbb9b17ae,False,ordinary_training_margin_policy
84,wide_valid_train,normal,wide_valid_train,train,0,1.3078719045497924,0.11742224912544305,0.52199130759994805,0.42510821610419203,0.11751730766054594,7.7531054528478069,0.099927581602245852,0.80152401099290183,0.012067234583986558,0.089050451543733852,True,True,0.059817655480570699,0.41381510093765655,0.18086261354979338,0.81913738645020662,0.53935008772368331,0.27625883362937259,False,False,False,False,False,True,,,e14e6782c091fcdc63705fa255f4701884adb001f272ae7a5bc3c092d2d1abd2,True,
85,wide_valid_train,normal,wide_valid_train,train,0,0.53138693928383751,0.14786839032259094,0.22213711284368742,0.42511100614906167,0.18376709039791908,1.773945867964162,0.13287948863928592,0.44915233212261546,-0.49820511275993656,0.17888258725012779,True,True,0.5220730460515165,0.40064214538570236,0.42892770192920865,0.57107229807079141,0.10397982666780958,0.14066771999698838,False,False,False,False,False,True,,,7cb634cb9024c0a6fad89d62a0d56d3e092a65fee8e1a8bf89e4ce1f0c0e2d26,True,
86,wide_valid_train,normal,wide_valid_train,train,0,0.77744738520968382,0.046227833541833442,0.1831437306040509,-0.60165585439646474,0.013800385602484332,3.5805940238029987,0.088736837922492526,0.35010192150082503,-0.063920950622698577,0.01563921960768266,True,True,0.36366354939441586,0.67660661197264238,0.3660756550580494,0.6339243449419506,0.23457294046805985,0.0298318156016418,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,be559a155072c7b16fa2325eef53eda54812fb8bb962a9afd3621006f5876854,False,ordinary_training_margin_policy
87,wide_valid_train,normal,wide_valid_train,train,0,0.89595483175116652,0.12327355979916063,0.22545793399470232,-0.43080132250407299,0.13383611189166852,7.3552885512629684,0.014905065080817358,0.42966077078222281,-0.38329291423513284,0.056100231410102966,True,True,0.625864200817285,0.085804069008478714,0.33250323757411926,0.66749676242588074,0.54053001836918846,0.065177096367764434,False,False,False,False,False,True,,,a98e26ec7f2e2d36c12ec60be457817432adfc4ddb020d4159dbec25ef3e4bbe,True,
88,wide_valid_train,normal,wide_valid_train,train,0,2.0320009967681747,0.12254107009231502,0.10628118046070173,-0.73232453655409668,0.030458476710873518,3.8540690524834131,0.016845234045612292,0.073749011425997005,-0.11322668455562628,0.16957673626536737,True,True,0.9556425435780348,0.91959279236323976,0.54911950893463179,0.45088049106536821,0.15247431428579403,0.045985960820064876,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,5fb70027454c7f5aef67c50621a38180fd48780592cdf8d5ba43a50cadef7512,False,ordinary_training_margin_policy
89,wide_valid_train,normal,wide_valid_train,train,0,0.54003855545384738,0.1093322443154795,0.2800349613834256,-0.14284136899036021,0.10266206323221359,1.1759812693509244,0.1430287438700272,0.11388263466362561,-0.35481520236992514,0.19603972130197925,True,True,0.20186409872505406,0.92575580497313947,0.14629748452785118,0.85370251547214882,0.053216963506031556,0.072831193754933507,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,20c08ad6fa6ff917127ced6d33643285e1855fe109b45b613930546657fbd826,False,ordinary_training_margin_policy
90,wide_valid_train,normal,wide_valid_train,train,0,1.4746147459781183,0.036854698868530711,0.096234331162249886,-0.27182318119912452,0.017734414364429209,8.3804265716656197,0.11609555102698019,0.4255466696164904,0.12754377287507321,0.16461535948560224,True,True,0.8429719109839463,0.82971867720326342,0.090155255836420339,0.90984474416357963,0.57789220298640187,0.043167506320099011,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,ed2ad5f7eba77cae32db09c1388a7f78553696cb6fad6db24ca5ff5e2425d0cb,False,ordinary_training_margin_policy
91,wide_valid_train,normal,wide_valid_train,train,0,1.4967392405256801,0.13535599327814504,0.36220759988832402,0.41557917872794919,0.049368860976196506,2.3111121747676378,0.0058445274820136724,0.12227451367708679,-0.0051001798366700742,0.068797871189604454,True,True,0.51081530406793441,0.2874642694052672,0.17273206562656312,0.82726793437343682,0.068148362698071771,0.019416805464715515,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,b457c2a0ef85ad124c3bdf9980234f3e3ab986e6eccf14f94c328031ac8ac26b,False,ordinary_training_margin_policy
92,wide_valid_train,normal,wide_valid_train,train,0,0.80585748466466345,0.095285258935855002,0.11245001742645,0.28660801900191923,0.20589377049212965,4.8985220489158774,0.10192812635590418,0.95070459723884138,0.51325185102760396,0.060972237744689683,True,True,0.84785004737077041,0.049807319691349078,0.34557161913946627,0.65442838086053379,0.34248239031390915,0.10798996726276382,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,648f465d8333a0a15f9e89e69776ce40a803240239f258616bc987f63103de59,False,ordinary_training_margin_policy
93,wide_valid_train,normal,wide_valid_train,train,0,2.095209403434827,0.081188195560988594,0.37240081324864038,-0.66544677601441593,0.071562492923761489,9.0391587443716226,0.041222525075270564,0.72437780609164104,0.48409950800684382,0.07958975527317258,True,True,0.42082338484194642,0.17363632968432699,0.67717174536044844,0.32282825463955156,0.58108362685663562,0.14976485472925477,False,False,False,False,False,True,,,a0f2bed8bc32e37eca2d4d7101c1c80b9acbb86476687987008965630a4bcc89,True,
94,wide_valid_train,normal,wide_valid_train,validation,0,0.14136427938768367,0.19894736861314219,0.098802817178374996,0.28474530332553288,0.19550246573585306,5.907926105304087,0.015752161086539249,0.19383786026011199,-0.028044964523893118,0.12963080336250588,True,True,0.70422717860114292,0.6640733333358908,0.08186640780109615,0.91813359219890389,0.48255747497208396,0.030970942165316498,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,06b9e0c975501b2de4a96ec4c79775b42f24d08c232899ac1c8ab64cffe90b25,False,ordinary_training_margin_policy
95,wide_valid_train,normal,wide_valid_train,validation,0,0.3085027378045116,0.18283214165657291,0.067904811235480353,0.15135479623053827,0.14122379739127161,0.99915239585251192,0.047276467860263308,0.05701960591718936,-0.10886980393637168,0.19352730314620059,True,True,0.92146000366881031,0.93346087886798568,0.034760908551131772,0.96523909144886821,0.057794950464267816,0.034795723021531347,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,60186399b521ab8284c4baa2036aa506afa97a10c7e28b3f6effcacc9d1384bb,False,ordinary_training_margin_policy
96,wide_valid_train,normal,wide_valid_train,validation,0,1.1453570700345437,0.038419107522679866,0.28029540928775276,0.045154633912052426,0.16934487639951151,1.9624801899782636,0.14791977551208238,0.42142520260129601,-0.17968258258459108,0.020642193123624076,True,True,0.056682012448851196,0.53151082276476069,0.034324771447999863,0.96567522855200016,0.068378503760980744,0.075170133563000313,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,2f2016fcc2293c4fc5d37d5d3bc246a2d366f961d42b8f52087c9250d6de3b13,False,ordinary_training_margin_policy
97,wide_valid_train,normal,wide_valid_train,test,0,0.64345173078782425,0.14512832380137819,0.11192197087675955,-0.6806743800499121,0.098361072982995831,3.7526985645353772,0.11833905404979733,0.79673884973434883,-0.31747430018332351,0.0056057678680409553,True,True,0.87429013244545672,0.1663775854083222,0.56410754293322318,0.43589245706677682,0.26018801956046472,0.014539386564681272,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,4826452299d6a7e13f4b5a4af91d67280be117515a9051f637bb188e4a04f95c,False,ordinary_training_margin_policy
98,wide_valid_train,normal,wide_valid_train,test,0,2.1696948227361421,0.054935417947447322,0.21794211687517584,-0.26321400071749673,0.037838707174155578,6.3931658685518329,0.15886811364971157,1.2736514910829915,-0.34649931442128035,0.056386202328234901,True,True,0.6677071228248872,0.11198825467287919,0.18934338506812767,0.81065661493187235,0.35342853939880259,0.11131765143781554,False,False,False,False,False,True,,,5d43ede4982993869a99950122a1d36ec8206aa6a1f2f699677bbb8ba933a75a,True,
99,wide_valid_train,normal,wide_valid_train,test,0,2.2703091556185382,0.10167200473419481,0.58883601825925735,0.42825105148454357,0.024276360515610003,8.2203482036162594,0.13414959168428775,1.2351789521364149,-0.71449371408711437,0.12297819475629897,True,True,0.14216789049917788,0.18220662393328843,0.69390023056761629,0.30609976943238371,0.49791121740566713,0.065343594968169508,False,False,False,False,False,True,,,280789773a17f402f4a8c25032973a7e5ec27ac66757c7b9befc581815e4652f,True,
100,wide_valid_train,normal,wide_valid_train,train,0,2.1874279683547075,0.048696186523402615,0.36030645927729721,-0.5334509145180043,0.20954908758720994,9.4097560258482904,0.1221807459486262,0.63985257343950586,-0.59680022556652046,0.1201552485270061,True,True,0.24271762956547696,0.69771683191553813,0.64074038743634487,0.35925961256365513,0.60437891694506973,0.17835178172817395,False,False,False,False,False,True,,,40c868d27427196a58afbe63e4bc2ed8293ac73215c90d3043cc9b18ceb4bcd2,True,
101,wide_valid_train,normal,wide_valid_train,train,0,1.5349564326561813,0.041871065185921173,0.24995926109551342,-0.08092971387701732,0.18603422692626811,5.1305005865720474,0.083284820485965111,0.79451009870158784,0.29157223010380551,0.034246417928028461,True,True,0.34583203992015793,0.15031265522933407,0.091563983955922398,0.90843601604407764,0.30088235597622315,0.13002587874205024,False,False,False,False,False,True,,,2f6d00ef1121561564d2637e91a24d2d5e75ceb6c21c9d59ee7f5bbeec8d71fc,True,
102,wide_valid_train,normal,wide_valid_train,train,0,1.5679552254708096,0.18169845023185779,0.42384415634282985,-0.20367160687766411,0.11161368409995494,3.3584749835424565,0.029152557689490349,0.38123681538444171,0.21790417162606873,0.02207022689025399,True,True,0.52058784693676396,0.14795137278553824,0.08896435146017298,0.91103564853982699,0.1498342893783805,0.080928334234895136,False,False,False,False,False,True,,,fe95868f2664cb3a38ab156fa97ac1bb8642256d7e3baa2ee01ed682aa75c2fa,True,
103,wide_valid_train,normal,wide_valid_train,train,0,1.1953957865491911,0.074176865934820424,0.35278639776060106,-0.094756977424800298,0.19330534006153999,7.6951558540289451,0.0074239400709482338,0.30840717457557126,-0.69369482167875196,0.18280302977625512,True,True,0.17522611546971872,0.091424786970434782,0.49019139039459958,0.50980860960540042,0.5439129763581384,0.027393636721960775,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,8310b27186db87d80eb0ebaf7767c9e6f061d257d0f609a4acb7cbf99dc76885,False,ordinary_training_margin_policy
104,wide_valid_train,normal,wide_valid_train,train,0,0.6723308586281852,0.0169883482334569,0.036015012784665679,-0.43190710078401906,0.062028033829935228,8.2601830113111756,0.063705223762490978,0.77147834001135696,-0.10012465333855639,0.19888104802077286,True,True,0.89253972316951546,0.27752569294158996,0.1965686899138229,0.80343131008617708,0.63496670733748883,0.031170867120267013,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,eb457d90542b04ac13a12d0ad77d420415f5acef2a3fd94eab8b7794f1722d5b,False,ordinary_training_margin_policy
105,wide_valid_train,normal,wide_valid_train,train,0,0.15607119381659623,0.092306781241530467,0.12686539115033746,0.45981594385827801,0.035895000920518824,4.813774194816034,0.030170334006081684,0.098677981093704167,0.49270484797167002,0.14955220404787958,True,True,0.28320389209631475,0.93512842026777354,0.45418876944106557,0.54581123055893443,0.38976594150622912,0.035956336886981771,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,4d5fc8c4020a2c732effe8cc576023b2874a87b5b5bd207637c944f4b0519452,False,ordinary_training_margin_policy
106,wide_valid_train,normal,wide_valid_train,train,0,2.2961423166484884,0.068457843662177484,0.45055506696490794,0.33067464483305054,0.031479143473110809,8.9896688785213712,0.15405818565776325,1.3448138310102733,-0.35761174664455214,0.032638448875998941,True,True,0.21527410177145628,0.20997342980074948,0.23723188207363147,0.76276811792636856,0.56012774576342117,0.089759808383426468,False,False,False,False,False,True,,,01fb59b2789dd6f55cdc5c1aef1c2b6f6b61eabc635a1194883c5554eaa225f4,True,
107,wide_valid_train,normal,wide_valid_train,train,0,1.4237888822739495,0.080405527807982907,0.43290903235911288,0.36803460466274568,0.080040738063479791,8.9291991187434245,0.028558914858396622,0.38175152472435825,0.098211291170092585,0.10441496327967213,True,True,0.099792590112911056,0.55551941822405515,0.14509492794256021,0.85490507205743982,0.62806780221501879,0.13413593362826576,False,False,False,False,False,True,,,1327f1d70eaa6cdf2b51ba263122f10d08f2bd631e9cdf6d15e97574161cc207,True,
108,wide_valid_train,normal,wide_valid_train,train,0,1.2512869758282057,0.071825038857039933,0.2104248473943886,-0.58172198432935085,0.16082728931887724,6.6257007520379183,0.031488177971085753,0.1621470063126087,-0.029025437466688942,0.16904720157901754,True,True,0.60470124840068895,0.88145009030195931,0.33924294307221015,0.66075705692778985,0.44974173859495503,0.10511505438970481,False,False,False,False,False,True,,,ccfe4cf9eeb02bb8c35ec578cae865a21a73dd57c611dcd67be30b81aa54a9e2,True,
